audio,filename,Ladino,Español,Türkçe,English
,217-kontinuamos-kon-el-kumpleanyos-de-Ayla.jpeg,Kontinuamos kon el kumpleanyos de Ayla. El parti de los chikos ya se skapo. Agora es torno del parti de los grandes.,Continuamos con el cumpleaños de Ayla. La fiesta de los niños ya se acabó. Ahora es el turno de los adultos.,Ayla'nın doğum günü ile devam ediyoruz. Küçüĸlerin partisi sona erdi. Şimdi sıra büyüklerin partisinde.,We continue with Ayla's birthday. The youngster's party is over. Now it's the adults' turn.
,218-ya-esta-siete.jpeg,Ya esta siete. Estan sondando a la puerta. Ayla korre para avrir la puerta.,Son las siete. Están llamando a la puerta. Ayla corre para abrir la puerta.,Saat yedi. Kapıyı çalıyorlar. Ayla kapıyı açmaya koşar.,It is seven. The doorbell is ringing. Ayla runs to the open the door.
,220-despues-vienen-los-tios.jpeg,Despues vienen los tios i las tias. Todos kon munchos regalos.,Después vienen los tíos y las tías. Todos con muchos regalos.,"Sonra da amcalar, dayılar, halalar ve teyzeler gelir. Hepsi de çok hediye ile.",Then come the aunts and uncles. All with a lot of presents.
,221-los-ombres-se-asentaron.jpeg,Los ombres se asentaron en frente de la televizyon porke ay mach importante.,Los hombres se sentaron frente al televisor porque hay un partido importante.,Erkekler televizyonun karşısına oturdular çünkü önemli bir maç var.,The men sit before the television because there is an important match.
,222-las-mujeres-estan-en-el-mupak.jpeg,Las mujeres estan en el mupak aparejando la sena.,Las mujeres están en la cocina preparando la cena.,Kadınlar mutfakta akşam yemeğini hazırlıyorlar.,The women are in the kitchen preparing dinner.
,223-ayla-esta-avryendo-los-regalos.jpeg,"Ayla esta avryendo los regalos. Ay vistimyentas, djugetes i djugos.","Ayla está abriendo los regalos. Hay vestidos, juguetes y juegos.","Ayla hediyelerini açıyor. Giysiler, oyuncaklar ve oyunlar var.","Ayla is opening her presents. There are clothes, toys and games."
,224-toda-la-famiya-estan-muy-kontentes.jpeg,Toda la familya estan muy kontentes de pueder estar endjuntos en esta okazion del aniversaryo de Ayla.,Toda la familia está muy feliz de poder estar juntos en el cumpleaños de Ayla.,Bütün aile Aylanın doğum günü vesilesi ile birlikte olmaktan çok memnun.,All the family is very happy to be together on the occasion of  Ayla's birthday.
,225-komo-todos-lavoran-muncho.jpeg,"Komo todos lavoran muncho, no se pueden ver muy al karuto.","Como todos trabajan mucho, no se ven muy frecuentemente.",Herkes çok çalıştığı için çok sık görüşemiyorlar.,"As they all work hard, they can't see each other very frequently."
,226-los-granpapas-i-las-granmamas-se-eskarinyan.jpeg,Los granpapas i las granmamas se eskarinyan muncho de los ijos i inyetos.,Los abuelos echan de menos a sus hijos y nietos.,???ÖZERLER????Büyükanneler ve büyükbabalar çocuklarını ve torunlarını çok özlerler.,The grandparents miss their children and grandchildren a lot.
,227-antes-todos-biviyan-serka-300x300.jpeg,Antes todos bivayan serka el uno del otro. Agora todos estan leshos.,"Antes, todos vivían cerca el uno del otro. Ahora todos están lejos.",Eskiden herkes birbirine yakin otururdu. Şimdi herkes uzakta.,"In the past, everyone lived near one another. Now, everyone is far away."
,228-okazyones-familiales-son-buenas-300x300.jpeg,"Okazyones familiales son buenas para komer, bever i avlar todos endjuntos.","Las ocasiones familiares son buenas para comer, beber y hablar todos juntos.","Aile günleri hep birlikte yemek, içmek ve konuşmak için iyi firsattır.","Family occasions are great to eat, drink and talk all together."
,229-todos-estan-riyendo-kontando.jpeg,"Todos están riyendo, kontando anekdotas i aziendo shakas.","Todos ríen, contando anécdotas y haciendo chistes.",Herkes fıkra anlatıp şaka yaparken gülmekte.,"Everyone is laughing, telling anecdotes and making jokes."
,230-asi-pasaron-un-dia-maraviyozo.jpeg,"Asi pasaron un dia maraviyozo kon la famiya. Ayla, muy feliz, ya esta durmiendo en los brasos de su madre.","Así pasaron un día estupendo con la familia. Ayla, muy feliz, ya está dormida en los brazos de su madre.","Böylece aile ile birlikte harika bir ğun geçirdiler. Ayla çok mutlu, annesinin kucağinda uyuyor.","They had a great day with the family. Ayla, very happy is sleeping in her mother's arms."
,231-un-poko-de-gramer.jpeg,Esta semana vamos a empesar kon el pasado de los verbos.,Ésta semana vamos a empezar con el pasado de los verbos.,Bu hafta fiillerin geçmis zamanına başlayacağız.,This week we are going to start with the past tense of the verbs.
,232-komo-savesh-ay-tres-maneras.jpeg,"Komo savesh, ay tres maneras de verbos en el Judeo-Espanyol: los verbos ke se eskapan kon -AR, los ke eskapan con -ER i los ke eskapan kon -IR.","Como sabéis, hay tres tipos de verbos en el judeoespañol: los que terminan en -AR, los que terminan en -ER y los que terminan en -IR.","Bildiğiniz gibi Judeo/Espanyolda üç tip fili var: -AR ile bitenler, -ER ile bitenler ve -IR ile bitenler.","As you know, there are three types of verbs in Judeo-Spanish: those that end in -AR, those that end in -ER and those that end in -IR."
,233.-azeremos-un-egzemplo-kaminar.jpeg,"Azaremos un egzemplo kon un verbo ke se eskapa kon -AR, KAMINAR:",Haremos un ejemplo con un verbo que termina en -AR: KAMINAR (caminar),Sonu -AR ile biten bir fiille bir örnek yapalım: KAMINAR (yürümek),Let's take and example of a verb that ends in -AR: KAMINAR (to walk)
,234.-otro-egzemplo-baylar.jpeg,Otro egzemplo kon -AR: BAYLAR,Otro ejemplo con -AR: BAYLAR (bailar),-AR ile bir başka örnek: BAYLAR (dans etmek),Here is another example with -AR: BAYLAR (to dance)
,235.-meldar.jpeg,El pasado del verbo MELDAR:,El pasado del verbo MELDAR (leer):,MELDAR (okumak) fiilinin geçmis zamanı:,Past tense of the verb MELDAR (to read):
,236.-el-pasado-kantar.jpeg,El pasado del verbo KANTAR:,El pasado del verbo KANTAR (cantar):,KANTAR (şarkı söylemek) fiilinin geçmis zamanı:,Past tense of the verb KANTAR (to sing):
,237.-el-lpasado-gizar.jpeg,El pasado del verbo GIZAR:,El pasado del verbo GIZAR (cocinar):,GIZAR (yemek pişirmek) fiilinin geçmis zamanı:,Past tense of the verb GIZAR (to cook):
,238-a-mi-me-plaze-muncho.jpeg,A mi me plaze muncho meldar i meldo muncho en enverano porke tengo tiempo libre. El enverano pasado meldí 20 livros!,"Me gusta mucho leer y leo mucho en verano porque tengo tiempo libre. El verano pasado, ¡leí 20 libros!",Ben okumayı çok severim ve yazın da vaktim olduğundan çok okurum. Gecen yaz 20 kitap okudum!,I like to read and I read a lot in summer because I have free time. Last summer I read 20 books!
,239-la-semana-pasada-era-el-aniversaryo.jpeg,La semana pasada era el aniversaryo de Jak. Las amigas vinieron i endjuntos gizímos ermozas komidas para la noche.,La semana pasada era el cumpleaños de Jak. Las amigas vivieron y juntas cocinamos buenas comidas para la noche.,Geçen hafta Jak'ın doğum günüydü. Arkadaşlar geldiler ve birlikte akşam için güzel yemekler pişirdik.,"Last week, it was Jak's birthday. My friends came and together we cooked great food for that night."
,240-sara-se-fue-al-charshi-ayer.jpeg,Sara se fue al charshi ayer. Eya le merkó una ora para Rudi.,Sara fue al mercado ayer. Ella compró un reló para Rudi.,Sara dün çarşiya gitti. O Rudi için bir saat satın aldı.,Sara went to the market yesterday. She bought a watch for Rudi.
,241-antes-dos-noches-mi-marido-i-yo-mos-fuimos-a-baylar.jpeg,Antes dos noches mi marido i yo mos fuimos a baylar i baylímos noche entera.,"Hace dos noches, mi esposo y yo fuimos a bailar y bailamos toda la noche.",İki gece önce kocamla dansa gittik ve bütün gece dans ettik.,"Two nights ago, my husband and I went dancing and we danced all night."
,242-a-mi-marido-le-plaze-muncho-kaminar-300x300.jpeg,A mi marido le plaze muncho kaminar. Ayer kaminó 10 kilometros.,A mi esposo le gusta mucho caminar. Ayer caminó 10 km.,Eşim yürümeyi çok sever. Dün 10 km yürüdü.,My husband likes walking. Yesterday he walked for 10 km.
,243-es-bueno-saver-linguas.jpeg,Es bueno saver linguas. Ayer en la reunion avlí en 4 linguas.,"Es bueno saber idiomas. Ayer, en la reunión, hablé en 4 idiomas.",Dil bilmek iyidir. Dün toplantıda 4 dilde konuştum.,"It's good to know languages. Yesterday, at the meeting, i talked in 4 languages."
,244-esta-siya-esta-rota.jpeg,Esta siya esta rota. Ayer Viktor se asentó i se kayó en basho!,Esta silla está rota. ¡Ayer Viktor se sentó y se cayó!,Bu sandalya kırık. Dün Viktor oturdu ve yere düştü!,This chair is broken. Yesterday Viktor sat on it and he fell down!
,245-los-verbos-ke-se-eskapan-kon.jpeg,Los verbos ke se eskapan kon -ER i kon -IR se konjugan en la mizma manera.,Los verbos que terminan en -ER y en -IR se conjugan de la misma manera.,-ER ve -IR ile bitten fiilleri aynı şekilde çekimleriz.,Those verbs ending in -ER and -IR are conjugated in the same way.
,246-ayer-le-eskrivi-una-letra-a-mi-amiga.jpeg,Ayer le eskriví una letra a mi amiga Jane. Se lo embiyi por internet.,"Ayer le escribí una carta a mi amiga, Jane. Se la envié por internet.",Dün arkadaşım Jane'e bir mektup yazdım. Internetten yolladım.,"Yesterday, I wrote a letter to my friend, Jane. I sent it on the internet."
,247-a-mi-no-me-plaze-suvir-eskaleras.jpeg,A mi no me plaze suvir eskaleras. Ayer suví sinko eskaleras en la kaza de mi amiga.,No me gusta subir escaleras. Ayer subí 5 plantas de escaleras en la casa de mi amiga.,Merdiven çıkmayı sevmem. Dün arkadaşımın evinde 5 (kat) merdiven çıktım.,"I don't like to climb stairs. Yesterday, I climbed 5 (floors of) stairs at my friend's house."
,248-mis-amigos-son-fransezes.jpeg,Mis amigos son fransezes ma eyos bivieron en Espanya durante vente anyos.,"Mis amigos son franceses, pero ellos vivieron en España durante 20 años.",Arakadaşlarım fransız fakat onlar 20 sene İspanya'da yaşadılar.,My friends are French but they lived in Spain for 20 years.
,249-la-semana-pasada-resivi-un-regalo-muy-ermozo.jpeg,La seman pasada resiví un regalo muy ermozo de mis ijos.,"La semana pasada, recibí un regalo muy bonito de mis hijos.",Geçen hafta çocuklarımdan çok güzel bir hediye aldım.,"Last week, I received a very nice present from my children."
,250-ayer-te-vide-en-la-meza.jpeg,Ayer te vidé en la meza. Komítes tres platos de arroz.,"Ayer, te ví en la mesa. ¡Comiste 3 platos de arroz!",Dün seni masada gördüm. 3 tabak pilav yedin!,"Yesterday, I saw you at the table. You ate   plates of rice!"
,251-salamon-se-enviejesio.jpeg,Salamon ya se enviejesió! Ayer no la konosió a su ija.,Salamon envejeció. Ayer no reconoció a su hija.,Salamon yaşlandı. Dün kızını tanımadı.,"Salamon has grown old. Yesterday, he did not recognize his daughter."
,252-hanuka-alegre.jpeg,Hanuka alegre!,¡Janucá alegre!,Mutlu Hanuka!,Happy Hanukkah!
,253-mi-madre-izo-sufganiyot.jpeg,Mi madre izo sufganiyot para Hanuka.,"Mi madre hizo ""sufganiyot"" para Janucá.","Annem Hanuka için ""sufganiyot"" yapti.","My mother made ""sufganiyot"" for Hanukkah."
,254-alhad-la-noche-asendimos.jpeg,Alhad la noche asendímos la primera kandela de Hanuka.,El domingo por la tarde encendimos la primera vela de Janucá.,Pazar akşamı Hanuka'nın ilk mumunu yaktık.,We lit the first candle of Hanukkah on Sunday evening.
,255-los-chikos-se-englenearon-300x300.jpeg,Los chikos se englenearon muncho en el parti de Hanuka.,Los niños se divirtieron mucho en la fiesta de Janucá.,Çocuklar Hanuka partisinde çok eğlendiler.,The children enjoyed themselves a lot at the Hanukkah party.
,256-las-borekas-de-berendjen.jpeg,"Las ""borekas de berendjena"" ke mi tia izo, estavan muy savrozas.","Las ""borekas"" de berenjena que mi tía hizo estaban deliciosas.","Teyzemin yaptığı patlıcanlı ""borekas""lar çok lezzetliydiler.","The aubergine ""borekas"" my aunt made were delicious."
,257-uvo-munchas-aktividades.jpeg,Uvo munchas aktividades en la semana de Hanuka.,Hubo muchas actividades en la semana de Janucá.,Hanuka haftasında birçok faaliyet vardı.,There were a lot of activities during Hanukkah week.
,258-hanuka-se-eskapo.jpeg,Hanuka se eskapo un dia antes del fin del anyo.,Janucá terminó un día antes de fin de año.,Hanuka sene sonundan bir gün önce bitti.,Hanukkah finished one day before the end of the year.
,259-esta-semana-verbos-irregulares.jpeg,Esta semana nos vamos a ambezar el pasado de unos kuantos verbos irregulares.,Esta semana vamos a aprender el pasado de unos cuantos verbos irregulares.,Bu hafta birkaç kural dışı fiilin geçmiş zamanlarını öğreniceğiz.,This week we are going to learn the past tense of a few irregular verbs.
,260-ayer-no-me-fui-a-la-eskola.jpeg,Ayer no me fuí a la eskola. Estava hazina.,Ayer no fuí a la escuela. Estaba enferma.,Dün okula gitemedim. Hastaydım.,"Yesterday, I didn't go to school. I was sick."
,261-la-semana-pasada-tuve-muncho-echo.jpeg,"La semana pasada, tuve muncho echo. Me kansí muncho.",La semana pasada tuvo mucho trabajo. Me cansé mucho.,Geçen hafta çok işim vardı. Çok yoruldum.,"Last week, I had a lot of work. I got very tired."
,262-kuando-eramos-chikos.jpeg,"Kuando eramos chikos, no teniyamos televizyon en kaza.","Cuando eramos pequeños, no teníamos televisión en casa.",Küçükken evde telvizyonumuz yoktu.,"When we were little, we didn't have a TV-set at home."
,263-martes-la-noche-se-eskapo.jpeg,Martes la noche se eskapó el anyo 2019 i empesó el anyo 2020.,El martes por la noche terminó el año 2019 y empezó el año 2020.,Salı gecesi 2019 senesi bitti ve 2020 senesi başladı.,"Tuesday night, 2019 finished and 2020 started."
,264-uvo-munchos-problemes-en-el-mundo.jpeg,Uvo munchos problemes en el mundo en 2019.,Hubo muchos problemas en el mundo en 2019.,2019'da dünyada birçok problem oldu.,There were a lot of problems in the world in 2019.
,266-el-invierno-ya-vino.jpeg,"El invierno ya vino finalmente. Luvyas, frio, el sielo kuvyerto de nuves pretas i por fin, la inieve.","El invierno ya llegó finalmente. Las lluvias, el frío, el cielo cubierto de nubes negras y por fin, la nieve.","Kış nihayet geldi. Yağmurlar, soğuk, kara bulutlarla kaplı gök ve sonunda kar.","Winter has finally come. Rains, cold, the sky covered with black clouds and finally, snow."
,267-para-los-chikos-los-mas-ermozos-300x300.jpeg,Para los chikos los mas ermozos dias del invierno son kuando aze muncho inieve.,"Para los niños, los mejores días del invierno son cuando nieva mucho.",Çocuklar için kışın en güzel günleri çok kar yağdığı zaman oluyor.,"For the children, the best days of winter are when it snows a lot."
,268-kuando-aze-muncha-inieve.jpeg,"Kuando aze muncha inieve, las eskolas se serran i los chikos azen fiesta.","Cuando nieva mucho, las escuelas cierran y los niños hacen fiesta.","Çok kar yağdığında, okkullar kapanır ve çocuklar bayram yapar.","When it snows a lot, schools close and the children enjoy a holiday."
,269-no-es-tan-ermozo-por-la-djente.jpeg,No es tanto ermozo por la djente ke deve de lavorar kuando ay muncha inieve.,No es tan hermoso para la gente que debe trabajar cuando hay mucha nieve.,Çok kar yağdığında çalışmak zorunda olan insalar için o kadar da güzel değil.,It isn't that pleasant for people who have to go to work even when it snows a lot.
,270-los-kaminos-se-serran.jpeg,"Los kaminos se serran, el trafik es terrivle i a todos les toma oras para ir i vinir al echo.","Los caminos cierras, el tráfico es horroroso y a todos les cuesta horas ir y venir al trabajo.","Yollar kapanır, trafik fecidir ve herkesin işe gidip gelmek saatlerini alır.","The roads close, the traffic is horrendous and it takes people hours to get to and from work."
,271.-si-yegas-a-kaza-sano-i-rezio.jpeg,"Si yegas a kaza sano i rezio, te azes un kafe i miras la inyeve por la ventana.","Si llegas a casa sano y salvo, te haces un café y miras la nieve por la ventana.","Eğer salim eve varırsan, bir kahve yapıp pencereden karı seyredersin.","If you get home safe and sound, you make yourself a coffee and watch the snow from the window."
,272-no-ay-una-koza-mas-romantika.jpeg,"No ay un koza mas romantika ke la chimeneya asendida, la golor de un kafe fresko i la inieve aziendo todo blanko afuera.","No hay una cosa más romántica que la chimenea encendida, el olor de un café reciente y la nieve cubriendo todo de blanco.","Yanan bir şömine, taze bir kahvenin kokusu ve dışarıda her yeri beyaza çeviren karın görüntüsü kadar romantik hiçbir şey yoktur.","There is nothing more romantic than the firs in the fireplace, the smell of fresh coffee and the snow which turns everything to white outside."
,273-en-invierno-mos-vistimos.jpeg,"En inverno mos vistimos munchas kozas: kashkorse, kalsas, pantalones, kamizas, i bluzas godras, djaketas i paltos.","En invierno vestimos mucha ropa: camisetas, calcetines, pantalones, camisas y jerseys gordos, chaquetas y abrigos.","Kışın birçok şey giyiniriz: atlet, çorap, pantalon, kalın gömlek ve kazak, ceket ve palto.","In winter we wear a lot of things, camisoles, socks, trousers, thick shirts and sweaters, cardigans and coats."
,274-kuando-esta-yelado-es-mijor.jpeg,"Kuando esta yelado, em mijor vistirse unas kuantas kozas ke vistirse pokas i yelarse.","Cuando hace frío, em mejor ponerse mucha ropa que vestirse poco y enfriarse.",Hava soğuk olduğunda birçok şey giymek az şek giyip de üşümekten iyidir.,"When it is cold, it is better to put on a lot of clothes than to put on fewer things and get cold."
,275-los-ke-salen-muy-temprano-por-la-manyana.jpeg,Los ke salen muy temprano por la manyana se visten chapeos i kashkoles.,Los que salen muy temprano por la mañana visten gorros y bufandas.,"Sabah çok erken çıkanlar, şapka ve atkı takarlar.",Those who leave early in the morning wear hats and scarves.
,276-es-estambol-en-invierno.jpeg,"En Estambol, en invierno, aze mas muncha luvya ke inyeve.","En Estambul, en invierno hay más lluvia que nieve.",İstanbul'da kışın kardan çok yağmur yağar.,"In Istanbul, in winter, there is more rain than snow."
,277-kuando-esta-yelado-es-mijor-tomar-vitaminas.jpeg,"Kuando esta yelado, em mijor tomar vitaminas para no azernos hazinos.","Cuando hace frío, es mejor tomar vitaminas para no ponernos enfermos.",Hava soğuk olduğunda hastalanmamak için vitamin almak daha iyidir.,"When it is cold, it is better to take vitamins so as to avoid illnesses."
,278-kon-el-invierno-empesan-tambien-las-gripes.jpeg,Kon el invierno empesan tambien las gripes kon tos i kaynturas.,Con el invierno empieza la gripe con tos y fiebre.,Kışla birlikte öksürük ve ateşli gripler de başlar.,With the onset of winter the flus start with coughs and temperatures.
,279-komer-un-kivi-al-dia-es-muy-bueno.jpeg,Komer un kivi al dia es muy bueno para la salud.,Comer un kiwi al día es muy bueno para la salud.,Günde bir kivi yemek sağlık için çok iyiydir.,Eating one kiwi a day is very good for your health.
,280-kuando-era-chika-mos-ivamos.jpeg,Kuando era chika mos ivamos a Prinkipo (Büyükada) los enveranos,"Cuando era niña, ibamos a Prinkipo (Büyükada) los veranos.",Ben küçükken yazları Büyükada'ya giderdik.,"When I was little, we used to go to Prinkipo (Büyükada) for the summer."
,281-la-mar-marmara-es-una-de-la-mijores.jpeg,"La Mar Marmara era una de las mijores para nadar. No era ni yelada, ni kayente, ni muy salada i ni muy dulse; era ideal.","El Mar Marmara era uno de los mejores para nadar. No era ni frío, ni caliente, ni muy salado ni muy dulce; era ideal.","Marmara denizi yüzmek için en iyilerden biriydi. Ne soğuk, ne sıcak, ne çok tuzlu ne de çok tatlı; idealdi","The Marmara sea was one of the best for swimming. It was neither cold nor warm, neither too salty nor to little salty; it was ideal."
,282-los-kavayos-de-Buyukada-eran.jpeg,"Los kavayos de Büyükada eran el simbolo de la isla. No aviya otombiles i el ayre era muy limpio, sin polusion.","Los caballos de Büyükada eran el símbolo de la isla. No había coches y el aire estaba muy limpio, sin polución.","Büyükada'nın atları adanın sembollerinden biriydi. Araba yoktu ve hava çok temizdi, kirlilik yoktu.","The horses of Büyükada were a symbol of the island. There weren't any cars and the air was very clean, without any pollution."
,283-uvo-problemes-kon-los-kavayos.jpeg,"Uvo problemes kon los kavayos desde ke empesaron a vinir munchos turistos a la isla. Para ganar munchas paras, los arabadjis estavan kansando a los animales demaziya.","Hubo muchos problemas con los caballos desde que empezaron a venir muchos turistas a la isla. Para ganar mucho dinero, los dueños de los carros empezaron a cansar a los caballos demasiado.",Aday çok fazla turist gelmeye başladığınan beri atlarla problemler oldu. Daha fazla para kazanmak için arabacılar atları çok fazla yormaya başladılar.,"There have been problems with the horses since too many tourists began to arrive at the Island. To earn more money, the carriage owners started to exhaust the horses."
,284-agora-desidaron-de-kitar-los-kavayos.jpeg,"Agora desidaron de kitar los kavayos de Büyükada. Al lugar, van a meter otomobiles chikitikos de elektrisidad.","Ahora dicidieron quitar los caballos de Büyükada. En su lugar, instalaron pequeños coches eléctricos.",Şimdi de Büyükada'dan atları çikartmaya karar verdiler. Onun yerine elektrikli küçük arabalar koyacaklarmış.,"They have now decide to remove the horses from Büyükada. Instead, they will install little electric cars."
,285-puede-ser-ke-va-ser-mijor-para-los-kavayos.jpeg,Puede ser ke va ser mijor para los kavayos ama un otro simbolo de muestra chikez i manseves se esta desaparesiendo. Ke pekado!,"Quzás será mejor mejor para los caballos, pero un símbolo más de nuestra niñez se está desapareciendo. ¡Qué pena!",Belki atlar için iyi olacak ama çocukluğumuzun bir sembolü daha yok oluyoru. Ne yazik!,Maybe it will be better for the horses but another symbol of our childhood is disappearing. What a pity!
,286-sin-sus-karros-a-kavayos-sin-su-mar-limpia.jpeg,"Sin sus karros a kavayos, sin su mar limpia i kon tantas konstruksiones de kazas, el Prinkipo de 50 anyos antes, ya no es mas el mismo.","Sin sus coches de caballos, sin su mar limpio y con tantas construcciones de casas, el Prinkipo de hace 50 años, ya no es más el mismo.","At arabaları, temiz denizi olmadan ve bu kadar ev inşaatları yapılırken, 50 yıl önceki Büyükada artık aynısi degil.","Without its horse carriages, the clean sea, and with so much house construction going on, the Büyükada of 50 years ago is not the same any more."
,287-hay-unos-dias-ke-estan-diziendo-ke.jpeg,Hay unos kuantos dias ke estan diziendo ke va azer inyeve en Estambol ama al lugar de inyeve tenemos sol i sielos blus.,Hace unos cuantos días que están diciendo que va a nevar en Estambul pero en lugar de nieve tenemos sol y cielo azul.,Birkaç ğundür İstanbul'da kar yağacak deniyor ama kar yerine güneş ve mavi ğokler var.,They have been saying for a few days now that it is going to snow in Istanbul but instead of snow we have sun and blue skies.
,288-en-esta-sezon-munchas-personas-se-azen-hazinas.jpeg,Es esta sezon munchas personas se azen hazinas kon grip. Si azi inyeve los mikropes se mueren.,"En esta estación, mucha gente se enferma de gripe. Sin nieva, los mikrobios mueren.","Bu mevsimde birçok kişi hasta, gripli. Eğer kar yağarsa mikroplar ölür.","A lot of people are sick with the flu in this season. If it snows, the microbes will die."
,290-la-populason-de-Estambol-es-tan-grande.jpeg,La populasion de Estambol es tan grande ke no esta podiendo azer inyeve.,La población de Estambul es tan grande que no está pudiendo nevar.,İstanbul'un nüfusu o kadar çok ki kar yağamıyor.,The population of Istanbul is so great that snow is not possible.
,291-en-esto-dias-esta-afitando-munchos-terremotos.jpeg,En estos dias esta afitando munchos terremotos en muestro pais. Uvo munchas muertes i muncho danyo.,En esos días han ocurrido muchos terremotos en nuestro país. Hubo muchos muertos y muchos daños.,Bu günlerde yurdumuzda birçok deprem oluyor. Birçok ölü ve çok zarar oldu.,There are a lot of earthquakes in our country these days. There were a lot of deaths and a lot of damage.
,292-todos-devemos-estar-preparados-para-un-terremoto.jpeg,Todos devemos estar preparados para un terremoto.,Todos debemos estar preparados par un terremoto.,Hepimiz bir deprem için hazırlıklı olmalıyız.,We should all be prepared for an earthquake.
,293-kale-protejarmos-kontra-los-mikropes.jpeg,Kale protejarmos kontra los mikropes en esta sezon en tomando munchos vitamines i abrigandomos bueno kuando salimos a la kaye.,Debemos protegernos contra los microbios en esta estación tomando muchas vitaminas y abrigándonos bien cuando salimos a la calle.,Bu mevsimde mikrpolara karşı çok vitamin alarak ve sokağa çıkınca sıkı giyinerek kendimizi korumalıyız.,We should protect ourselves against microbes in this season by taking lots of vitamins and wearing warm clothes when going out.
,294-el-dia-16-de-febrero-vamos-a-selebrar.jpeg,El dia 16 de Febrero vamos a selebrar el 7en Dia Internasyonal del Judeo-Espanyol/Ladino de Estambol.,El 16 de febrero vamos a celebrar el 7º Día Internacional de judeo-español / ladino de Estambul.,16 Şubat ğünü İstanbul 7ci Uluslararası Judeo-Espanyol / Ladino Gününü kutlayacağız.,"On February 16th, we are going to celebrate the 7th Intenational Judeo/Spanish / Ladino Day, in Istanbul."
,295-el-16-de-febrero-tenemos-munchas-aktividades.jpeg,El 16 de Febrero tenemos munchas actividades desde las 11 de la manyana asta las 6 de la tadre. Todas las aktividades seran en Judeo-Espanyol.,El 16 de febrero tendremos muchas actividades desde las 11 de la mañana hasta las 6 de la tarde. Todas las actividades serán en judeo-español.,16 Şubatta sabah saat 11den akşam 6ye kadar birçok aktivitemiz olacak. Bütün aktiviteler Judeo-Espanyolca olacak.,"On February 16th, we have many activites from 11 in the morning until 6 in the evening. All our activities will be in Judeo-Spanish."
,296-por-la-demanyana-del-16-de-febrero.jpeg,"Por la demanyana del 16 Febrero vamos a tener a una valutoza profesor de Paris, Marie Chirtine Varol ke mos avlara de las dichas de las eshuegras.","El 16 de febrero por la mañana, vamos a tener a una importante profesora de Paris, Marie-Christine Varol, que nos hablará de los dichos de las suegras.","16 Şubat sabahı Paris'ten değerli bir profesör misafirimiz olacak, Marie-Christine Varol. Bize kaynanaların deyimlerinden bahsedecek.","On February 16th, in the morning we will have a great professor from Paris, Marie-Christine Varol, who will talk to us about the idioms of mothers-in-law."
,297-a-mediodia-del-16-de-febrero-tenemos-una-komida-muy-savroza.jpeg,"A mediodia del 16 de Febrero, tenemos una komida muy savroza sefardi. El anyo pasado todos se aviyan enamorado de las komidas.","El 16 de febrero a mediodía, tendremos una comida sefardí muy rica. El año pasado, a todos les había gustado la comida.",16 Şubat öğlende çok lezzetli sefarad yemeğimiz var. Geçen sene herkes yemeklere bayılmıştı.,"On February 16th at lunchtime, we have delicious sephardic food. Last year, everyone loved the food."
,298-despues-de-midi-el-koro-estreyikas.jpeg,"Despues de midi, el koro Estreyikas d'Estambol kon sus shefe Izzet Bana van a dar un konserto, selebrando sus 15en aniversaryo.","Después de mediodía, el coro Estreyikas d'Estambol y su jefe, Izzet Bana van a dar un concierto para celebrar su 15º aniversario.",Öğleden sonra Estreyikas d'Estambol korusu ve şefleri izzet Bana 15ci yıllarını kutlamak için bir konser verecekler.,"In the afternoon, the choir Estriyekas d'Estambol will give a concert to celebreate their 15th anniversary."
,299-despues-del-konsierto-tenemos-el-gute.jpeg,Despues del konsierto tenemos el gute kon borrekas i biskochos.,"Después del concierto, tendremos la merienda con ""borrekas"" y ""biskochos"".",Konserden sonra börekler ve bisküvilerle ikindi kahvaltısı olacak.,"After the concert, we have ""borekas"" and biscuits for tea."
,300-vos-asperamos-a-todos-el-dia-16-de-febrero.jpeg,Vos asperamos a todos el dia 16 de Febrero para selebrar este dia de Judeo Espanyol kon mozotros. Semos el uniko pais en el mundo entero ke aze un dia entero de aktividades en Judeo-Espanyol.,Os esperamos a todos el 16 de febrero para celebrar este día del judeo-español con nosotros. Somos el único país en el mundo que hace un día entero de actividades en judeo-español.,16 Şubat günü hepinizi bu Judeo-Espanyol gününü bizlerle kutlamak üzer bekliyoruz. Dunyada bütün bir gün Judeo-Espanyolca faaliyet yapan yegane ülkeyiz.,We expect to see yoù all on February the 16th to celebrate this day of Judeo-Spanish with us. We are the only country in the world to organize a whole day of activities in Judeo-Spanish.
,301-si-vos-plaze-teatros-vini-el-16-de-febrero.jpeg,"Si vos plaze teatros, vini el 16 de Febrero para ver la piesa muzikal, ""Rekuerdos"". Vos va plazer muncho.","Si os gusta el teatro, venid el 16 de febrero para ver la obra musical, ""REKUERDOS"". Os va a gustar mucho.","Eğer tiyatro seversenis, 16 Şunatta gelip ""REKUERDOS"" adlı müzikal oyunu seyredin. Çok hoşunuza gidecek.","If you like theatre, come and see the musical play ""REKUERDOS"" on February 16th. You will like it a lot."
